observed_on,quality_grade,latitude,longitude,coordinates_obscured,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
2012-06-07,research,46.72942095,-117.16980545,false,Black-billed Magpie,Pica hudsonia,Black-billed Magpie,Aves,143853,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Pica,,Pica hudsonia,,,,
2012-08-13,research,46.6698107638,-117.4389901683,false,Gray Hairstreak,Strymon melinus,Gray Hairstreak,Insecta,50931,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Eumaeina,Strymon,,Strymon melinus,,,,
2012-08-13,research,46.6695828325,-117.4395132065,false,Great Mullein,Verbascum thapsus,great mullein,Plantae,59029,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,,,Verbascum,,Verbascum thapsus,,,,
2007-08-31,research,47.032392,-117.297127,false,Rock Wren,Salpinctes obsoletus,Rock Wren,Aves,7486,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,,Salpinctes,,Salpinctes obsoletus,,,,
2012-03-10,research,46.731154,-117.148876,false,Black-billed Magpie,Pica hudsonia,Black-billed Magpie,Aves,143853,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Pica,,Pica hudsonia,,,,
2014-03-01,casual,46.707313,-117.216204,false,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Agelaius,,Agelaius phoeniceus,,,,
2014-03-01,casual,46.707311,-117.216202,false,Red-breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,Aves,14823,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,,,Sitta,,Sitta canadensis,,,,
2014-03-01,casual,46.707312,-117.216203,false,Eurasian Collared Dove,Streptopelia decaocto,Eurasian Collared Dove,Aves,2969,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Streptopelia,,Streptopelia decaocto,,,,
2014-03-01,casual,46.707312,-117.216204,false,California Quail,Callipepla californica,California Quail,Aves,1409,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Odontophoridae,,,,,Callipepla,,Callipepla californica,,,,
2014-03-01,casual,46.7073134961,-117.2162053929,false,House Sparrow,Passer domesticus,House Sparrow,Aves,13858,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,Passer domesticus,,,,
2014-03-01,casual,46.707313,-117.216205,false,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,Aves,10094,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,,,Junco,,Junco hyemalis,,,,
2014-03-01,casual,46.707313,-117.216205,false,American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Spinus,,Spinus tristis,,,,
2014-03-01,casual,46.70731,-117.2162,false,Black-billed Magpie,Pica hudsonia,Black-billed Magpie,Aves,143853,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Pica,,Pica hudsonia,,,,
2014-03-01,casual,46.707313,-117.216205,false,Canada Goose,Branta canadensis,Canada Goose,Aves,7089,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Branta,,Branta canadensis,,,,
2014-03-01,casual,46.707309,-117.2162,false,Great Horned Owl,Bubo virginianus,Great Horned Owl,Aves,20044,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,Bubo,,Bubo virginianus,,,,
2014-03-01,casual,46.707311,-117.216202,false,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,
2014-03-01,casual,46.70731,-117.2162,false,Ring-necked Pheasant,Phasianus colchicus,Ring-necked Pheasant,Aves,981,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Phasianidae,,,,,Phasianus,,Phasianus colchicus,,,,
2014-03-01,casual,46.707613,-117.216793,false,Black-billed Magpie,Pica hudsonia,Black-billed Magpie,Aves,143853,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Pica,,Pica hudsonia,,,,
2014-03-01,casual,46.707308,-117.216198,false,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,
2014-03-01,casual,46.706236,-117.21561,false,weeping willow,Salix babylonica,Chinese weeping willow,Plantae,58316,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,,Salix,,Salix babylonica,,,,
2014-03-01,casual,46.706149,-117.216139,false,Trembling Aspen,Populus tremuloides,trembling aspen,Plantae,54840,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,,Populus,,Populus tremuloides,,,,
2014-03-01,casual,46.706353,-117.216108,false,Western larch,Larix occidentalis,western larch,Plantae,69849,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,,,Larix,,Larix occidentalis,,,,
2013-06-02,research,46.707293,-117.215838,false,great mullein,Verbascum thapsus,great mullein,Plantae,59029,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,,,Verbascum,,Verbascum thapsus,,,,
2013-03-27,needs_id,46.706595,-117.215688,false,sumacs,Rhus,sumacs,Plantae,54765,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,Rhus,,,,,,
2014-03-02,casual,46.706706,-117.214762,false,Cottontail Rabbits,Sylvilagus,Cottontail Rabbits,Mammalia,43096,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Sylvilagus,,,,,,
2014-03-01,casual,46.707307,-117.216196,false,Mallard,Anas platyrhynchos,Mallard,Aves,6930,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,Anas platyrhynchos,,,,
2014-03-01,casual,46.70731,-117.216202,false,Red-tailed Hawk,Buteo jamaicensis,Red-tailed Hawk,Aves,5212,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Buteo,,Buteo jamaicensis,,,,
2014-03-01,casual,46.70731,-117.216201,false,American Kestrel,Falco sparverius,American Kestrel,Aves,4665,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,,,Falco,,Falco sparverius,,,,
2014-03-01,casual,46.707309,-117.216199,false,Northern Flicker,Colaptes auratus,Northern Flicker,Aves,18236,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,Colaptes,,Colaptes auratus,,,,
2014-03-01,casual,46.707309,-117.2162,false,Common Raven,Corvus corax,Common Raven,Aves,8010,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus corax,,,,
2014-03-01,casual,46.70731,-117.2162,false,Brewer's Blackbird,Euphagus cyanocephalus,Brewer's Blackbird,Aves,10325,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Euphagus,,Euphagus cyanocephalus,,,,
2014-03-01,casual,46.707308,-117.216197,false,Brown-headed Cowbird,Molothrus ater,Brown-headed Cowbird,Aves,10373,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Molothrus,,Molothrus ater,,,,
2014-03-01,casual,46.707307,-117.216196,false,European Starling,Sturnus vulgaris,European Starling,Aves,14850,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,Sturnus,,Sturnus vulgaris,,,,
2014-03-01,casual,46.707311,-117.216201,false,House Finch,Haemorhous mexicanus,House Finch,Aves,199840,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Haemorhous,,Haemorhous mexicanus,,,,
2014-03-01,casual,46.707313,-117.216204,false,Typical Towhees,Pipilo,Typical Towhees,Aves,9405,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,,,Pipilo,,,,,,
2014-03-01,casual,46.707311,-117.216202,false,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,Aves,792988,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,Dryobates,,Dryobates pubescens,,,,
2014-03-01,casual,46.707312,-117.216203,false,Black-capped Chickadee,Poecile atricapillus,Black-capped Chickadee,Aves,144815,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Poecile,,Poecile atricapillus,,,,
2014-03-02,casual,46.707314,-117.216206,false,Shorebirds,Charadriiformes,Shorebirds and Allies,Aves,67561,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,,,,,,,,,,,
2014-03-02,casual,46.707309,-117.2162,false,Anna's Hummingbird,Calypte anna,Anna's Hummingbird,Aves,6317,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Trochilidae,,,,,Calypte,,Calypte anna,,,,
2014-03-02,casual,46.707314,-117.216206,false,Western Meadowlark,Sturnella neglecta,Western Meadowlark,Aves,9535,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Sturnella,,Sturnella neglecta,,,,
2014-03-02,casual,46.707316,-117.216209,false,Bewick's Wren,Thryomanes bewickii,Bewick's Wren,Aves,7576,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,,Thryomanes,,Thryomanes bewickii,,,,
2014-03-02,casual,46.7073170526,-117.2162103482,false,Belted Kingfisher,Megaceryle alcyon,Belted Kingfisher,Aves,2548,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,,,,,Megaceryle,,Megaceryle alcyon,,,,
2014-03-02,casual,46.707312,-117.216204,false,American Robin,Turdus migratorius,American Robin,Aves,12727,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,Turdus migratorius,,,,
2014-03-02,casual,46.707314,-117.216206,false,Barn Swallow,Hirundo rustica,Barn Swallow,Aves,11901,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,,Hirundo,,Hirundo rustica,,,,
2014-03-02,casual,46.707311,-117.216202,false,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Aves,10470,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Xanthocephalus,,Xanthocephalus xanthocephalus,,,,
2014-03-02,casual,46.707309,-117.2162,false,Cedar Waxwing,Bombycilla cedrorum,Cedar Waxwing,Aves,7428,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Bombycillidae,,,,,Bombycilla,,Bombycilla cedrorum,,,,
2014-03-02,casual,46.70731,-117.216201,false,House Wren,Troglodytes aedon,House Wren,Aves,7562,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,,Troglodytes,,Troglodytes aedon,,,,
2014-03-02,casual,46.707315,-117.216207,false,White-crowned Sparrow,Zonotrichia leucophrys,White-crowned Sparrow,Aves,9176,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,,,Zonotrichia,,Zonotrichia leucophrys,,,,
2014-03-02,casual,46.707315,-117.216208,false,Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Zenaida,,Zenaida macroura,,,,
2014-03-02,casual,46.707314,-117.216206,false,Barn Owl,Tyto alba,Barn Owl,Aves,20445,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Tytonidae,,,,,Tyto,,Tyto alba,,,,
2014-03-02,casual,46.707313,-117.216205,false,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus brachyrhynchos,,,,
2014-03-06,casual,46.707305,-117.216197,false,Pine Siskin,Spinus pinus,Pine Siskin,Aves,145304,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Spinus,,Spinus pinus,,,,
2014-03-09,casual,46.707304,-117.216199,false,Varied thrush,Ixoreus naevius,Varied Thrush,Aves,145088,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Ixoreus,,Ixoreus naevius,,,,
2014-04-17,casual,46.705807,-117.215946,false,Great Horned Owl,Bubo virginianus,Great Horned Owl,Aves,20044,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,Bubo,,Bubo virginianus,,,,
2014-04-16,casual,46.705704,-117.217147,false,Northern Flicker,Colaptes auratus,Northern Flicker,Aves,18236,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,Colaptes,,Colaptes auratus,,,,
2014-04-13,casual,46.706675,-117.215109,false,Mallard,Anas platyrhynchos,Mallard,Aves,6930,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,Anas platyrhynchos,,,,
2014-04-14,casual,46.706138,-117.215817,false,Canada Goose,Branta canadensis,Canada Goose,Aves,7089,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Branta,,Branta canadensis,,,,
2014-04-13,casual,46.706734,-117.215109,false,California Quail,Callipepla californica,California Quail,Aves,1409,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Odontophoridae,,,,,Callipepla,,Callipepla californica,,,,
2014-04-13,needs_id,46.865392,-117.160188,false,buttercups,Ranunculus glaberrimus,sagebrush buttercup,Plantae,78824,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Ranunculeae,,Ranunculus,,Ranunculus glaberrimus,,,,
2014-04-14,casual,46.706911,-117.215624,false,American Goldfinch,Spinus tristis,American Goldfinch,Aves,145310,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Spinus,,Spinus tristis,,,,
2014-04-15,casual,46.706705,-117.216611,false,Red-breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,Aves,14823,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,,,Sitta,,Sitta canadensis,,,,
2014-04-15,casual,46.636967,-117.26929,false,American Badger,Taxidea taxus,American Badger,Mammalia,41789,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Taxidiinae,,,,Taxidea,,Taxidea taxus,,,,
2014-04-27,casual,46.7471737758,-117.3358225815,true,Black-capped Chickadee,Poecile atricapillus,Black-capped Chickadee,Aves,144815,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Poecile,,Poecile atricapillus,,,,
2014-04-13,needs_id,46.86559,-117.160606,false,Monocots,Liliopsida,monocots,Plantae,47163,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,,,,,,,,,,,,,,,
2014-04-13,research,46.86606,-117.160606,false,arrowleaf balsamroot,Balsamorhiza sagittata,arrowleaf balsamroot,Plantae,62266,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,,Balsamorhiza,,Balsamorhiza sagittata,,,,
2014-04-13,needs_id,46.869111,-117.15683,false,shooting stars,Dodecatheon,shooting stars,Plantae,742759,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Primuloideae,,Primuleae,,Primula,,,,,,
2014-04-13,research,46.867351,-117.157173,false,Douglas' Blue-eyed-grass,Olsynium douglasii,grasswidow,Plantae,78257,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,,Sisyrinchieae,,Olsynium,,Olsynium douglasii,,,,
2014-04-13,research,46.869815,-117.15477,false,glacier lily,Erythronium grandiflorum,glacier lily,Plantae,60496,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,,Lilieae,,Erythronium,,Erythronium grandiflorum,,,,
2015-03-05,casual,46.730684,-117.180948,false,Paper Wasps,Polistes,Umbrella Paper Wasps,Insecta,52756,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,,,,,
2015-07-06,needs_id,47.032392,-117.297127,false,Butterflies,Speyeria,Greater Fritillaries,Insecta,47981,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Speyeria,,,,,,
2009-09-13,research,46.731544,-117.153891,false,trifolium fragiferum,Trifolium fragiferum,Strawberry clover,Plantae,58167,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,,Trifolium fragiferum,,,,
2011-02-21,research,46.637946,-117.377651,false,Lomatium macrocarpum,Lomatium macrocarpum,bigseed biscuitroot,Plantae,56826,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium macrocarpum,,,,
2011-02-21,research,46.637946,-117.377651,false,lomatium gormanii,Lomatium gormanii,Gorman's Biscuitroot,Plantae,164731,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium gormanii,,,,
2011-02-21,needs_id,46.637946,-117.377651,false,lomatium salmoniflorum,Lomatium salmoniflorum,Salmonflower Biscuitroot,Plantae,164749,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium salmoniflorum,,,,
2011-04-20,research,46.720711,-117.158439,false,Erythronium grandiflorum,Erythronium grandiflorum,glacier lily,Plantae,60496,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,,Lilieae,,Erythronium,,Erythronium grandiflorum,,,,
2011-04-20,research,46.720711,-117.158568,false,besseya rubra,Veronica rubra,Red Besseya,Plantae,737997,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veroniceae,,Veronica,,Veronica rubra,,,,
2011-04-16,research,46.770204,-117.358639,false,Erythronium grandiflorum,Erythronium grandiflorum,glacier lily,Plantae,60496,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,,Lilieae,,Erythronium,,Erythronium grandiflorum,,,,
2011-04-16,needs_id,46.76988,-117.358425,false,plagiomnium venustum,Plagiomnium venustum,,Plantae,126179,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,,,Plagiomnium,,Plagiomnium venustum,,,,
2011-04-16,needs_id,46.6293251624,-117.3639125218,true,micranthes nidifica,Micranthes nidifica,Peak Saxifrage,Plantae,78029,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,,,Micranthes,,Micranthes nidifica,,,,
2011-04-16,needs_id,46.686278,-117.278903,false,Syntrichia,Syntrichia,,Plantae,67916,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,Syntrichia,,,,,,
2011-04-16,needs_id,46.686219,-117.279074,false,orthotrichum affine,Orthotrichum affine,Wood Bristle-moss,Plantae,165942,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,,,Orthotrichum,,Orthotrichum affine,,,,
2011-04-16,research,46.686101,-117.279074,false,Erythronium grandiflorum,Erythronium grandiflorum,glacier lily,Plantae,60496,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,,Lilieae,,Erythronium,,Erythronium grandiflorum,,,,
2011-04-16,research,46.68616,-117.279117,false,besseya rubra,Veronica rubra,Red Besseya,Plantae,737997,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veroniceae,,Veronica,,Veronica rubra,,,,
2011-04-05,needs_id,46.722417,-117.157184,false,Lichen,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,,,,,,,,,,,,,,,,
2011-04-05,needs_id,46.722439,-117.160719,false,Lomatium grayi,Lomatium grayi,gray's lomatium,Plantae,77808,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium grayi,,,,
2011-04-05,needs_id,46.722417,-117.157184,false,Lichen,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,,,,,,,,,,,,,,,,
2011-04-05,needs_id,46.722417,-117.157184,false,Lichen,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,,,,,,,,,,,,,,,,
2011-04-05,needs_id,46.722417,-117.157184,false,Lichen,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,,,,,,,,,,,,,,,,
2011-04-05,needs_id,46.722417,-117.157184,false,Umbilicaria,Umbilicaria,Rock Tripes,Fungi,59968,Fungi,Ascomycota,,,Lecanoromycetes,,,Umbilicariales,,,Umbilicariaceae,,,,,Umbilicaria,,,,,,
2011-04-05,needs_id,46.722417,-117.157184,false,Lichen,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,,,,,,,,,,,,,,,,
2011-04-05,needs_id,46.722417,-117.157184,false,Lichen,Fungi,Fungi Including Lichens,Fungi,47170,Fungi,,,,,,,,,,,,,,,,,,,,,
2011-04-03,needs_id,46.833246,-117.374303,false,Perideridia gairdneri borealis,Perideridia gairdneri borealis,Gairdner's Yampah,Plantae,80105,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Oenantheae,,Perideridia,,Perideridia gairdneri,,Perideridia gairdneri borealis,,
2011-04-03,research,46.833363,-117.37426,false,Lomatium dissectum,Lomatium dissectum,Fernleaf Biscuitroot,Plantae,77805,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium dissectum,,,,
2011-05-02,research,46.727294,-117.155945,false,Lomatium dissectum,Lomatium dissectum,Fernleaf Biscuitroot,Plantae,77805,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium dissectum,,,,
2011-05-02,needs_id,46.727294,-117.155945,false,Hover Flies,Syrphidae,Hover Flies,Insecta,49995,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,,,,,,,,,,,
2011-05-06,research,46.726779,-117.14248,false,Lomatium dissectum,Lomatium dissectum,Fernleaf Biscuitroot,Plantae,77805,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium dissectum,,,,
2011-05-06,research,46.720902,-117.158407,false,trillium petiolatum,Trillium petiolatum,Idaho trillium,Plantae,125665,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,,Parideae,,Trillium,,Trillium petiolatum,,,,
2011-05-06,research,46.72077,-117.15874,false,besseya rubra,Veronica rubra,Red Besseya,Plantae,737997,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veroniceae,,Veronica,,Veronica rubra,,,,
2011-05-06,needs_id,46.720799,-117.158782,false,Hydrophyllum capitatum capitatum,Hydrophyllum capitatum capitatum,Dwarf Waterleaf,Plantae,241087,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,,,Hydrophyllum,,Hydrophyllum capitatum,,,Hydrophyllum capitatum capitatum,
2011-05-02,needs_id,46.730708,-117.155455,false,sclerochloa dura,Sclerochloa dura,hardgrass,Plantae,79006,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,,,,Sclerochloa,,Sclerochloa dura,,,,
2011-05-02,needs_id,46.727294,-117.155945,false,Gray's lomatium,Lomatium grayi,gray's lomatium,Plantae,77808,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Lomatium,,Lomatium grayi,,,,
2016-05-06,research,46.738331,-117.139492,false,Black-billed Magpie,Pica hudsonia,Black-billed Magpie,Aves,143853,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Pica,,Pica hudsonia,,,,
2016-05-06,research,46.738331,-117.139492,false,European Starling,Sturnus vulgaris,European Starling,Aves,14850,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,Sturnus,,Sturnus vulgaris,,,,
2016-05-06,research,46.738331,-117.139492,false,American Robin,Turdus migratorius,American Robin,Aves,12727,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,Turdus migratorius,,,,
2016-05-06,research,46.738331,-117.139492,false,Red-tailed Hawk,Buteo jamaicensis,Red-tailed Hawk,Aves,5212,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Buteo,,Buteo jamaicensis,,,,
2016-05-06,research,46.738331,-117.139492,false,Mallard,Anas platyrhynchos,Mallard,Aves,6930,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,Anas platyrhynchos,,,,
2016-05-06,research,46.738331,-117.139492,false,Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Zenaida,,Zenaida macroura,,,,
2016-05-06,research,46.738331,-117.139492,false,"Hawks, Eagles, Kites, and Allies",Buteo swainsoni,Swainson's Hawk,Aves,5196,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Buteo,,Buteo swainsoni,,,,
2016-05-06,research,46.738331,-117.139492,false,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Agelaius,,Agelaius phoeniceus,,,,
2016-05-06,research,46.738331,-117.139492,false,Violet-green Swallow,Tachycineta thalassina,Violet-green Swallow,Aves,11931,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,,Tachycineta,,Tachycineta thalassina,,,,
